trial,status,mode,task_id,task_index,task_title,score,checklist_quality,source_evidence_recall,domain_rule_recall,evidence_recall,continuity_recall,memory_recall,memory_precision,memory_usage_rate,memory_tokens_used,continuity_per_memory_token,irrelevant_memory_used,selected_memory_concepts_count,used_selected_memory_concepts_count,token_efficiency,latency_efficiency,contradiction_penalty,checklist_hit_count,checklist_total,source_evidence_hit_count,source_evidence_total,domain_rule_hit_count,domain_rule_total,evidence_hit_count,evidence_total,continuity_hit_count,continuity_total,contradiction_hit_count,prompt_tokens,latency_seconds,memory_items_used,retrieved_sources,memory_task_ids_used,selected_memory_ids,error
1,ok,cag,T01,1,Define product foundation,59.274613113352856,71.42857142857143,80.0,0.0,40.0,,,,,0,,0,0,0,90.02222222222223,77.88313600752087,0,5,7,4,5,0,1,4,6,0,0,0,449,19.9051775932312,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
1,ok,cag_scoped,T01,1,Define product foundation,99.5140983752851,100.0,100.0,100.0,100.0,,,,,0,,0,0,0,90.02222222222223,80.82368029488458,0,7,7,5,5,1,1,6,6,0,0,0,449,17.258687734603882,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
1,ok,cag_oracle_memory,T01,1,Define product foundation,99.52567784468332,100.0,100.0,100.0,100.0,,,,,0,,0,0,0,90.02222222222223,81.51844845877754,0,7,7,5,5,1,1,6,6,0,0,0,449,16.63339638710022,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
1,ok,cag,T02,2,Create domain model,53.20564372448693,50.0,25.0,25.0,25.0,71.42857142857143,100.0,87.5,75.0,55,1.8181818181818181,0,8,6,89.11111111111111,74.31040419472588,0,3,6,1,4,1,4,2,8,5,7,0,490,23.120636224746704,1,"['01_product_principles', '07_content', '04_session_workflows']",['T01'],['M01_00001'],
1,ok,cag_scoped,T02,2,Create domain model,47.5764698110308,50.0,25.0,25.0,25.0,57.14285714285714,100.0,87.5,50.0,55,1.8181818181818181,0,8,4,89.11111111111111,82.82158427768283,0,3,6,1,4,1,4,2,8,4,7,0,490,15.46057415008545,1,"['01_product_principles', '07_content', '04_session_workflows']",['T01'],['M01_00001'],
1,ok,cag_oracle_memory,T02,2,Create domain model,53.31777977057865,50.0,25.0,25.0,25.0,71.42857142857143,100.0,87.5,75.0,55,1.8181818181818181,0,8,6,89.11111111111111,85.52400880389743,0,3,6,1,4,1,4,2,8,5,7,0,490,13.02839207649231,1,"['01_product_principles', '07_content', '04_session_workflows']",['T01'],['M01_00001'],
1,ok,cag,T03,3,Define local persistence,74.63573893339671,71.42857142857143,60.0,60.0,60.0,85.71428571428571,100.0,58.333333333333336,58.333333333333336,95,1.0526315789473684,0,12,7,88.82222222222222,77.60881397459242,0,5,7,3,5,3,5,6,10,6,7,0,503,20.15206742286682,2,"['03_local_data', '06_testing', '01_product_principles']","['T02', 'T01']","['M01_00002', 'M01_00001']",
1,ok,cag_scoped,T03,3,Define local persistence,80.33972695718492,71.42857142857143,60.0,60.0,60.0,100.0,100.0,58.333333333333336,83.33333333333334,95,1.0526315789473684,0,12,10,88.82222222222222,76.579044924842,0,5,7,3,5,3,5,6,10,7,7,0,503,21.078859567642212,2,"['03_local_data', '06_testing', '01_product_principles']","['T02', 'T01']","['M01_00002', 'M01_00001']",
1,ok,cag_oracle_memory,T03,3,Define local persistence,80.36496074249631,71.42857142857143,60.0,60.0,60.0,100.0,100.0,58.333333333333336,83.33333333333334,95,1.0526315789473684,0,12,10,88.82222222222222,79.10242345598009,0,5,7,3,5,3,5,6,10,7,7,0,503,18.80781888961792,2,"['03_local_data', '06_testing', '01_product_principles']","['T02', 'T01']","['M01_00002', 'M01_00001']",
1,ok,cag,T04,4,Set privacy and auth boundaries,52.99525072373284,33.33333333333333,0.0,0.0,0.0,100.0,100.0,50.0,75.0,151,0.6622516556291391,0,16,12,87.84444444444445,78.34729459550645,0,2,6,0,3,0,3,0,6,8,8,0,547,19.48743486404419,3,"['06_testing', '01_product_principles', '03_local_data']","['T03', 'T02', 'T01']","['M01_00003', 'M01_00002', 'M01_00001']",
